imdb_title_id;title;original_title;year;date_published;genre;country;language;director;production_company;actors;description;avg_vote;votes;budget;worlwide_gross_income;metascore;reviews_from_users;reviews_from_critics;weighted_average_vote;mean_vote;median_vote;allgenders_0age_avg_vote;allgenders_0age_votes;allgenders_18age_avg_vote;allgenders_18age_votes;allgenders_30age_avg_vote;allgenders_30age_votes;allgenders_45age_avg_vote;allgenders_45age_votes;males_allages_avg_vote;males_allages_votes;males_0age_avg_vote;males_0age_votes;males_18age_avg_vote;males_18age_votes;males_30age_avg_vote;males_30age_votes;males_45age_avg_vote;males_45age_votes;females_allages_avg_vote;females_allages_votes;females_0age_avg_vote;females_0age_votes;females_18age_avg_vote;females_18age_votes;females_30age_avg_vote;females_30age_votes;females_45age_avg_vote;females_45age_votes;top1000_voters_rating;top1000_voters_votes
tt0032138;The Wizard of Oz;The Wizard of Oz;1939;1940-04-12;Adventure, Family, Fantasy;USA;English;Victor Fleming, George Cukor;Metro-Goldwyn-Mayer (MGM);Judy Garland, Frank Morgan, Ray Bolger, Bert Lahr, Jack Haley, Billie Burke, Margaret Hamilton, Charley Grapewin, Pat Walshe, Clara Blandick, Terry, The Singer Midgets;Dorothy Gale is swept away from a farm in Kansas to a magical land of Oz in a tornado and embarks on a quest with her new friends to see the Wizard who can help her return home to Kansas and help her friends as well.;8.0;357418;$ 2777000;$ 26120538;100.0;641.0;160.0;8.0;8.0;8.0;7.8;304.0;7.8;76586.0;8.0;131391.0;8.4;53093.0;8.0;199492.0;7.8;224.0;7.8;51393.0;7.9;97127.0;8.4;41126.0;8.1;72569.0;8.0;69.0;7.9;24292.0;8.2;32854.0;8.7;11273.0;8.2;833.0
tt0032455;Fantasia;Fantasia;1940;1942-04-03;Animation, Family, Fantasy;USA;English;James Algar, Samuel Armstrong;Walt Disney Productions;Leopold Stokowski, Deems Taylor;A collection of animated interpretations of great works of Western classical music.;7.8;83242;$ 2280000;$ 76411401;96.0;322.0;110.0;7.8;7.8;8.0;7.6;55.0;7.8;16657.0;7.7;33930.0;7.8;13067.0;7.7;48814.0;7.6;45.0;7.8;11296.0;7.6;25538.0;7.8;10505.0;7.8;16182.0;7.2;6.0;7.7;5141.0;7.8;8035.0;7.9;2405.0;7.6;603.0
tt0032910;Pinocchio;Pinocchio;1940;1940-09-06;Animation, Comedy, Family;USA;English;Norman Ferguson, T. Hee;Walt Disney Productions;Mel Blanc, Don Brodie, Stuart Buchanan, Walter Catlett, Marion Darlington, Frankie Darro, Cliff Edwards, Dickie Jones, Charles Judels, John McLeish, Patricia Page, Christian Rub, Evelyn Venable;A living puppet, with the help of a cricket as his conscience, must prove himself worthy to become a real boy.;7.4;120088;$ 2600000;$ 121892045;99.0;183.0;131.0;7.4;7.5;7.0;7.4;186.0;7.4;35054.0;7.4;42994.0;7.7;11314.0;7.5;67131.0;7.4;139.0;7.5;22755.0;7.5;31892.0;7.7;9047.0;7.2;25864.0;7.0;37.0;7.2;11668.0;7.2;10582.0;7.6;2115.0;7.7;668.0
tt0033467;Citizen Kane;Citizen Kane;1941;1942-04-17;Drama, Mystery;USA;English, Italian;Orson Welles;RKO Radio Pictures;Joseph Cotten, Dorothy Comingore, Agnes Moorehead, Ruth Warrick, Ray Collins, Erskine Sanford, Everett Sloane, William Alland, Paul Stewart, George Coulouris, Fortunio Bonanova, Gus Schilling, Philip Van Zandt, Georgia Backus, Harry Shannon;"Following the death of publishing tycoon, Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance; 'Rosebud'.";8.3;371943;$ 839727;$ 1594107;100.0;1371.0;265.0;8.3;8.1;9.0;8.7;219.0;8.3;69414.0;8.2;143836.0;8.4;57371.0;8.3;237718.0;8.7;188.0;8.4;56955.0;8.2;122902.0;8.4;48201.0;8.1;41096.0;9.1;20.0;8.0;11675.0;8.1;19390.0;8.2;8294.0;8.3;768.0
tt0033563;Dumbo;Dumbo;1941;1942-06-05;Animation, Drama, Family;USA;English;Samuel Armstrong, Norman Ferguson;Walt Disney Productions;Herman Bing, Billy Bletcher, Edward Brophy, Hall Johnson Choir, Cliff Edwards, Verna Felton, Noreen Gammill, Eddie Holden, Sterling Holloway, Malcolm Hutton, James MacDonald, Harold Manley, John McLeish, Jack Mercer, Tony Neil;Ridiculed because of his enormous ears, a young circus elephant is assisted by a mouse to achieve his full potential.;7.2;111176;$ 950000;$ 3731;96.0;163.0;126.0;7.2;7.3;7.0;7.1;157.0;7.2;30987.0;7.2;42036.0;7.4;10831.0;7.2;60996.0;7.0;115.0;7.2;19188.0;7.2;30261.0;7.4;8557.0;7.3;25996.0;7.3;33.0;7.2;11276.0;7.3;11236.0;7.6;2116.0;7.3;671.0
tt0033870;The Maltese Falcon;The Maltese Falcon;1941;1941-10-18;Film-Noir, Mystery;USA;English;John Huston;Warner Bros.;Humphrey Bogart, Mary Astor, Gladys George, Peter Lorre, Barton MacLane, Lee Patrick, Sydney Greenstreet, Ward Bond, Jerome Cowan, Elisha Cook Jr., James Burke, Murray Alper, John Hamilton;A private detective takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette.;8.0;142653;$ 375000;$ 1255;96.0;393.0;130.0;8.0;8.0;8.0;8.3;55.0;7.8;20702.0;7.9;53242.0;8.3;31475.0;8.0;93375.0;8.3;47.0;7.9;17378.0;7.9;46233.0;8.3;26643.0;7.8;14550.0;8.6;8.0;7.6;3112.0;7.8;6485.0;8.2;4401.0;8.2;685.0
tt0034583;Casablanca;Casablanca;1942;1943-01-23;Drama, Romance, War;USA;English, French, German, Italian;Michael Curtiz;Warner Bros.;Humphrey Bogart, Ingrid Bergman, Paul Henreid, Claude Rains, Conrad Veidt, Sydney Greenstreet, Peter Lorre, S.Z. Sakall, Madeleine Lebeau, Dooley Wilson, Joy Page, John Qualen, Leonid Kinskey, Curt Bois;A cynical American expatriate struggles to decide whether or not he should help his former lover and her fugitive husband escape French Morocco.;8.5;487757;$ 950000;$ 4374761;100.0;1232.0;187.0;8.5;8.4;9.0;8.5;284.0;8.4;92179.0;8.4;186189.0;8.7;78396.0;8.5;293071.0;8.6;213.0;8.5;67654.0;8.5;148514.0;8.7;63987.0;8.3;75923.0;8.2;56.0;8.2;23408.0;8.3;35558.0;8.6;13183.0;8.6;812.0
tt0035423;Kate & Leopold;Kate & Leopold;2001;2002-04-05;Comedy, Fantasy, Romance;USA;English, French;James Mangold;Konrad Pictures;Meg Ryan, Hugh Jackman, Liev Schreiber, Breckin Meyer, Natasha Lyonne, Bradley Whitford, Paxton Whitehead, Spalding Gray, Josh Stamberg, Matthew Sussman, Charlotte Ayanna, Philip Bosco, Andrew Jack, Stan Tracy, Kristen Schaal;An English Duke from 1876 is inadvertedly dragged to modern day New York where he falls for a plucky advertising executive.;6.4;75298;$ 48000000;$ 76019048;44.0;330.0;127.0;6.4;6.6;7.0;6.3;15.0;6.6;14001.0;6.3;34645.0;6.4;10970.0;6.3;34237.0;4.4;5.0;6.5;5506.0;6.2;20307.0;6.3;7378.0;6.6;26707.0;7.3;9.0;6.7;8302.0;6.4;13963.0;6.7;3407.0;6.1;488.0
tt0036775;Double Indemnity;Double Indemnity;1944;1944-07-06;Crime, Drama, Film-Noir;USA;English;Billy Wilder;Paramount Pictures;Fred MacMurray, Barbara Stanwyck, Edward G. Robinson, Porter Hall, Jean Heather, Tom Powers, Byron Barr, Richard Gaines, Fortunio Bonanova, John Philliber;An insurance representative lets himself be talked by a seductive housewife into a murder/insurance fraud scheme that arouses the suspicion of an insurance investigator.;8.3;132017;$ 927262;$ 13886;95.0;364.0;141.0;8.3;8.1;8.0;8.4;56.0;8.3;24794.0;8.2;48726.0;8.4;23853.0;8.3;83710.0;8.3;46.0;8.3;20046.0;8.3;41329.0;8.4;19481.0;8.1;16067.0;9.2;9.0;8.0;4512.0;8.0;6914.0;8.3;4029.0;8.2;668.0
tt0036868;The Best Years of Our Lives;The Best Years of Our Lives;1946;1947-05-29;Drama, Romance, War;USA;English;William Wyler;The Samuel Goldwyn Company;Myrna Loy, Fredric March, Dana Andrews, Teresa Wright, Virginia Mayo, Cathy O'Donnell, Hoagy Carmichael, Harold Russell, Gladys George, Roman Bohnen, Ray Collins, Minna Gombell, Walter Baldwin, Steve Cochran, Dorothy Adams;Three World War II veterans return home to small-town America to discover that they and their families have been irreparably changed.;8.0;54234;$ 2100000;$ 23656620;92.0;275.0;119.0;8.0;7.9;8.0;8.2;27.0;8.0;7244.0;7.9;18156.0;8.3;14095.0;8.0;33108.0;7.8;17.0;8.0;5969.0;7.9;15081.0;8.3;11052.0;8.1;7265.0;8.8;10.0;7.9;1209.0;8.0;2921.0;8.5;2869.0;7.9;541.0
tt0038650;It's a Wonderful Life;It's a Wonderful Life;1946;1947-06-20;Drama, Family, Fantasy;USA;English, French;Frank Capra;Liberty Films (II);James Stewart, Donna Reed, Lionel Barrymore, Thomas Mitchell, Henry Travers, Beulah Bondi, Frank Faylen, Ward Bond, Gloria Grahame, H.B. Warner, Frank Albertson, Todd Karns, Samuel S. Hinds, Mary Treen, Virginia Patton;An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.;8.6;366715;$ 3180000;$ 5049416;89.0;849.0;168.0;8.6;8.5;9.0;8.8;276.0;8.7;73707.0;8.5;127230.0;8.7;63104.0;8.6;214701.0;8.9;197.0;8.7;54693.0;8.5;99470.0;8.7;49394.0;8.6;60686.0;8.6;56.0;8.6;18106.0;8.5;26323.0;8.8;12751.0;8.4;782.0
tt0038787;Notorious;Notorious;1946;1946-09-06;Drama, Film-Noir, Romance;USA;English, French, Portuguese;Alfred Hitchcock;RKO Radio Pictures;Cary Grant, Ingrid Bergman, Claude Rains, Louis Calhern, Leopoldine Konstantin, Reinhold Schünzel, Moroni Olsen, Ivan Triesault, Alexis Minotis, Wally Brown, Charles Mendl, Ricardo Costa, E.A. Krumschmidt, Fay Baker;A woman is asked to spy on a group of Nazi friends in South America. How far will she have to go to ingratiate herself with them?;7.9;86712;$ 2000000;$ 113061;100.0;329.0;135.0;7.9;7.9;8.0;8.4;28.0;7.9;14675.0;7.9;34450.0;8.1;18387.0;7.9;55856.0;8.2;22.0;7.9;11396.0;7.9;28323.0;8.1;14610.0;8.1;12870.0;9.0;5.0;7.9;3124.0;8.1;5785.0;8.4;3518.0;7.8;646.0
tt0040746;Rope;Rope;1948;1949-03-11;Crime, Drama, Mystery;USA;English;Alfred Hitchcock;Warner Bros.;Dick Hogan, John Dall, Farley Granger, Edith Evanson, Douglas Dick, Joan Chandler, Cedric Hardwicke, Constance Collier, James Stewart;Two men attempt to prove they committed the perfect crime by hosting a dinner party after strangling their former classmate to death.;8.0;118185;$ 1500000;$ 10046;73.0;371.0;113.0;8.0;8.0;8.0;8.2;59.0;8.1;25516.0;8.0;48424.0;7.8;18518.0;8.0;79992.0;8.3;46.0;8.1;20812.0;8.0;41055.0;7.8;15386.0;8.0;14705.0;7.9;9.0;8.1;4420.0;8.1;6849.0;8.0;2872.0;7.7;691.0
tt0040897;The Treasure of the Sierra Madre;The Treasure of the Sierra Madre;1948;1948-01-24;Adventure, Drama, Western;USA, Mexico;English, Spanish;John Huston;Warner Bros.;Humphrey Bogart, Walter Huston, Tim Holt, Bruce Bennett, Barton MacLane, Alfonso Bedoya, Arturo Soto Rangel, Manuel Dondé, José Torvay, Margarito Luna;Two Americans searching for work in Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.;8.2;106099;$ 3000000;$ 215295;98.0;256.0;94.0;8.2;8.0;8.0;8.6;36.0;8.2;15573.0;8.1;38789.0;8.3;23362.0;8.2;71003.0;8.5;32.0;8.3;13624.0;8.2;34838.0;8.3;20237.0;7.9;8541.0;9.7;3.0;7.8;1827.0;7.8;3621.0;8.2;2815.0;8.2;663.0
tt0042192;All About Eve;All About Eve;1950;1951-02-02;Drama;USA;English, French;Joseph L. Mankiewicz;Twentieth Century Fox;Bette Davis, Anne Baxter, George Sanders, Celeste Holm, Gary Merrill, Hugh Marlowe, Gregory Ratoff, Barbara Bates, Marilyn Monroe, Thelma Ritter, Walter Hampden, Randy Stuart, Craig Hill, Leland Harris, Barbara White;An ingénue insinuates herself into the lives of an established but aging stage actress and her circle of theater friends.;8.2;112198;$ 1400000;$ 150438;98.0;358.0;128.0;8.2;8.1;8.0;8.1;45.0;8.2;18673.0;8.1;40041.0;8.4;23168.0;8.1;61988.0;8.0;33.0;8.2;13096.0;8.1;29893.0;8.3;16981.0;8.5;21899.0;8.6;9.0;8.3;5382.0;8.4;9759.0;8.7;5873.0;7.8;653.0
tt0042332;Cinderella;Cinderella;1950;1951-04-27;Animation, Family, Fantasy;USA;English;Clyde Geronimi, Wilfred Jackson;Walt Disney Productions;Ilene Woods, Eleanor Audley, Verna Felton, Claire Du Brey, Rhoda Williams, James MacDonald, Helene Stanley, Luis Van Rooten, Don Barclay, Lucille Bliss, Jeffrey Stone, Mike Douglas, William Phipps, Marion Darlington, Earl Keen;When Cinderella's cruel stepmother prevents her from attending the Royal Ball, she gets some unexpected help from the lovable mice Gus and Jaq, and from her Fairy Godmother.;7.3;135133;$ 2900000;$ 95126535;85.0;140.0;126.0;7.3;7.4;7.0;7.2;211.0;7.2;42289.0;7.2;48026.0;7.4;10792.0;7.0;62647.0;7.0;127.0;7.0;21372.0;7.0;30009.0;7.3;7994.0;7.7;42794.0;7.5;73.0;7.6;20238.0;7.7;17439.0;7.8;2631.0;7.2;660.0
tt0042876;Rashômon;Rashômon;1950;1957-11-01;Crime, Drama, Mystery;Japan;Japanese;Akira Kurosawa;Daiei Motion Picture Company;Toshirô Mifune, Machiko Kyô, Masayuki Mori, Takashi Shimura, Minoru Chiaki, Kichijirô Ueda, Noriko Honma, Daisuke Katô;The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai's ghost and a woodcutter.;8.2;139567;$ 250000;$ 46808;98.0;319.0;137.0;8.2;8.1;8.0;8.2;68.0;8.2;28635.0;8.2;56317.0;8.3;18244.0;8.3;92937.0;8.4;57.0;8.3;24393.0;8.2;49721.0;8.3;15468.0;8.1;13000.0;7.4;8.0;8.0;3941.0;8.1;6066.0;8.2;2519.0;7.8;591.0
tt0043265;The African Queen;The African Queen;1951;1952-03-21;Adventure, Drama, Romance;UK, USA;English, German, Swahili;John Huston;Romulus Films;Humphrey Bogart, Katharine Hepburn, Robert Morley, Peter Bull, Theodore Bikel, Walter Gotell, Peter Swanwick, Richard Marner;In WWI Africa, a gin-swilling riverboat captain is persuaded by a strait-laced missionary to use his boat to attack an enemy warship.;7.7;67656;$ 1000000;$ 46921;91.0;234.0;115.0;7.7;7.9;8.0;8.0;24.0;7.6;6653.0;7.5;23551.0;8.1;21309.0;7.7;43199.0;8.1;19.0;7.6;5254.0;7.5;19558.0;8.1;17323.0;7.9;9099.0;7.5;5.0;7.6;1342.0;7.7;3779.0;8.3;3718.0;7.9;618.0
tt0043278;An American in Paris;An American in Paris;1951;1951-11-11;Drama, Musical, Romance;USA;English, French, German;Vincente Minnelli;Metro-Goldwyn-Mayer (MGM);Gene Kelly, Leslie Caron, Oscar Levant, Georges Guétary, Nina Foch;Three friends struggle to find work in Paris. Things become more complicated when two of them fall in love with the same woman.;7.2;28017;$ 2723903;$ 4795;84.0;160.0;97.0;7.2;7.3;7.0;6.8;19.0;7.2;4217.0;7.0;9536.0;7.4;7492.0;7.1;15627.0;6.5;15.0;7.2;2651.0;6.9;6789.0;7.3;5695.0;7.3;6119.0;7.5;4.0;7.2;1519.0;7.2;2626.0;7.6;1686.0;6.9;444.0
tt0043338;Ace in the Hole;Ace in the Hole;1951;1951-07-04;Drama, Film-Noir;USA;English, Spanish, Latin;Billy Wilder;Paramount Pictures;Kirk Douglas, Jan Sterling, Robert Arthur, Porter Hall, Frank Cady, Richard Benedict, Ray Teal, Lewis Martin, John Berkes, Frances Dominguez, Gene Evans, Frank Jaquet, Harry Harvey, Bob Bumpas, Geraldine Hall;A frustrated former big-city journalist now stuck working for an Albuquerque newspaper exploits a story about a man trapped in a cave to rekindle his career, but the situation quickly escalates into an out-of-control circus.;8.2;25999;$ 1800000;$ 2300000;72.0;173.0;150.0;8.2;8.0;8.0;7.6;23.0;8.3;4294.0;8.2;10592.0;8.1;6045.0;8.2;19053.0;7.9;14.0;8.3;3799.0;8.2;9535.0;8.1;5161.0;8.1;2258.0;6.1;8.0;8.1;451.0;8.1;941.0;8.2;799.0;7.9;452.0
tt0044081;A Streetcar Named Desire;A Streetcar Named Desire;1951;1951-12-01;Drama;USA;English, Spanish;Elia Kazan;Charles K. Feldman Group;Vivien Leigh, Marlon Brando, Kim Hunter, Karl Malden, Rudy Bond, Nick Dennis, Peg Hillias, Wright King, Richard Garrick, Ann Dere, Edna Thomas, Mickey Kuhn;Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.;8.0;93287;$ 1800000;$ 42818;96.0;266.0;79.0;8.0;8.0;8.0;8.4;29.0;8.0;18125.0;7.9;38539.0;8.0;16762.0;7.9;56272.0;8.3;23.0;8.0;12219.0;7.8;29411.0;8.0;13065.0;8.1;18617.0;8.5;6.0;8.1;5709.0;8.1;8765.0;8.3;3472.0;7.6;599.0
tt0045152;Singin' in the Rain;Singin' in the Rain;1952;1953-01-16;Comedy, Musical, Romance;USA;English;Stanley Donen, Gene Kelly;Metro-Goldwyn-Mayer (MGM);Gene Kelly, Donald O'Connor, Debbie Reynolds, Jean Hagen, Millard Mitchell, Cyd Charisse, Douglas Fowley, Rita Moreno;A silent film production company and cast make a difficult transition to sound.;8.3;202701;$ 2540800;$ 1864182;99.0;619.0;150.0;8.3;8.2;8.0;8.7;165.0;8.4;42423.0;8.2;70629.0;8.3;34042.0;8.2;109052.0;8.8;117.0;8.3;27471.0;8.1;50735.0;8.2;25939.0;8.5;43486.0;8.7;37.0;8.4;14431.0;8.5;19162.0;8.5;7598.0;8.0;712.0
tt0045537;The Band Wagon;The Band Wagon;1953;1953-08-07;Comedy, Musical, Romance;USA;English, French, German;Vincente Minnelli;Metro-Goldwyn-Mayer (MGM);Fred Astaire, Cyd Charisse, Oscar Levant, Nanette Fabray, Jack Buchanan, James Mitchell, Robert Gist;A pretentiously artistic director is hired for a new Broadway musical and changes it beyond recognition.;7.5;9250;$ 2169120;$ 14537;93.0;107.0;60.0;7.5;7.5;8.0;8.3;6.0;7.6;1085.0;7.4;3082.0;7.6;3094.0;7.5;5699.0;7.5;2.0;7.6;741.0;7.3;2351.0;7.6;2471.0;7.5;1707.0;8.2;4.0;7.4;341.0;7.4;703.0;7.6;588.0;7.2;306.0
